split,idx,symptoms,herbs,top_eight,top_zangfu,active_eight,active_zangfu
train,21078,恶寒、头痛,红花、桃、甘草、干姜、赤芍、当归、芍药、人参、桃仁、生地黄、柴胡、枳壳,寒,肝,4,5
train,21079,盗汗、自汗,藁本、白芷、麻黄、麻黄根,虚,肺,3,3
train,21080,痫、口噤,桑、雄黄、白附子、天南星、天麻、藿香、丁香、人参、乌头、桑螵蛸、附子、麝香、半夏、犀角,里,肝,4,6
train,21081,关节疼痛,川乌、草乌、半夏,寒,肝,3,4
train,21082,头痛,前胡、甘草、赤石脂、泽泻、石膏,热,肺,4,4
train,21083,气喘、腹满,白术、莪术、陈皮、青皮、槟榔、丁香、三棱、巴豆、木香、枳壳,里,脾,4,5
train,21084,咳嗽,杏仁、大黄、牛蒡、郁李、生地黄、杏、麦门冬、郁李仁、枳壳,里,肺,4,4
train,21085,丹毒,甘草,热,心,3,4
train,21086,目昏,甘草、木贼、连翘、青葙子、青葙,热,肝,3,3
train,21087,口噤,大黄、黄芩、麻黄,实,胃,4,5
train,21088,肠鸣、大便失禁,生姜、附子、厚朴,寒,脾,4,3
train,21089,盗汗、潮热,白术、牡蛎、肉桂、甘草、芍药、白芍、人参、茯苓、柴胡、木香,虚,脾,5,4
train,21090,耳聋,杏仁、山药、茯苓、杏,虚,肾,3,3
train,21091,瘰疬、耳聋,菊花、白术、牛膝、连翘、乌头、丹参、秦艽、羌活,里,肝,4,4
train,21092,口苦,黄连、远志、人参、地骨皮、麦门冬,热,心,3,5
train,21093,慢惊,甘草、陈皮、人参、茯苓、厚朴、砂仁、半夏、枳壳,虚,脾,4,4
train,21094,口臭,白术、寒水石、甘草、滑石、藿香、人参、茯苓、葛根、木香、泽泻、石膏,里,胃,4,5
train,21095,潮热,前胡、川芎、甘草、赤芍、桔梗、连翘、黄芩、茯苓、薄荷、半夏、柴胡、枳壳,热,肝,4,5
train,21096,盗汗,白术、甘草、干姜、丁香、人参、山药、茯苓、附子、沉香、乌药、砂仁、檀香、橘红、木香,虚,脾,4,4
train,21097,杨梅疮,川芎、白术、白鲜皮、甘草、土茯苓、当归、牛膝、木瓜、威灵仙、白芍、天花粉、金银花、人参、茯苓、防己,热,肝,4,5
train,21098,潮热,红花、川芎、白术、甘草、陈皮、黄连、赤芍、当归、桔梗、槟榔、茯苓、厚朴、砂仁、半夏、柴胡、枳壳、香附,热,肝,4,6
train,21099,口臭,白茅根、甘草、人参、茯苓、天冬、麦冬,虚,胃,4,4
train,21100,里急后重、腹痛,高良姜、生姜、肉桂、干姜、豆蔻、肉豆蔻、当归、茴香、附子、半夏,里,脾,4,5
train,21101,疳积,青皮、芜荑、鹤虱、芦荟、雷丸、木香,里,肝,3,5
train,21102,漏下、崩中、自汗,白术、茜草、升麻、柴胡,里,脾,4,3
train,21103,里急后重,黄连、豆蔻、肉豆蔻、当归、乌梅、罂粟、罂粟壳、诃子,里,大肠,4,4
train,21104,浮肿,桑、紫苏叶、甘草、杏仁、细辛、槟榔、猪苓、白薇、大腹皮、杏、麻黄、枳壳,实,肺,5,4
train,21105,腹痛,桃、青黛、五灵脂、草乌、桃仁,寒,肝,3,4
train,21106,目昏、心烦、头晕,牡蛎、赤芍、芍药、鳖甲、石菖蒲、远志、琥珀、龙骨、磁石、桂枝,阴,肝,4,4
train,21107,无汗,肉桂、菟丝子、黄连、柏子仁、人参、莲子心、茯苓、莲子、麦冬,里,心,8,4
train,21108,心烦、腹痛,地榆、黄连、当归、芍药、白芍、升麻、犀角、枳壳,热,心,4,5
train,21109,浮肿,自然铜、骨碎补、防风、狗脊、牛膝、藿香、威灵仙、漏芦、肉苁蓉、附子、地龙、木鳖子,寒,肾,6,6
train,21110,白带、小便频数,茯苓,虚,脾,3,4
train,21111,腹痛,防风、甘草、大枣、白芍、升麻、厚朴、羌活、柴胡、泽泻、独活,表,肝,4,6
train,21112,咳嗽,生姜、巴豆、半夏,寒,肺,3,3
train,21113,腰痛,桑、桑寄生、防风、甘草、细辛、当归、芍药、牛膝、熟地黄、杜仲、白芍、人参、续断、秦艽、茯苓、独活,里,肾,4,3
train,21114,但热不寒,麝香、朱砂,阳,心,4,2
train,21115,瘰疬,甘草、杏仁、芍药、射干、升麻、葛根、杏、麻黄,实,肺,4,3
train,21116,浮肿、心悸、短气、恶心、自汗,甘草、陈皮、枳实、熟地黄、远志、酸枣仁、茯苓、半夏、五味子,虚,心,4,5
train,21117,腰重,骨碎补、甘草、陈皮、砂仁、吴茱萸,寒,肾,4,3
train,21118,腰痛,芦根、芍药、杜仲,虚,肾,3,3
train,21119,烦躁,紫草,热,心,3,3
train,21120,小便不利、心烦、谵语、里急后重、小便黄赤,甘草、滑石,里,膀胱,4,3
train,21121,咳嗽,桑、甘草、杏仁、赤芍、芍药、鳖甲、白前、人参、百合、地骨皮、茯苓、杏、犀角、柴胡、麦门冬、枳壳,里,肺,5,5
train,21122,便血、大便下血,甘草、赤芍、当归、芍药、黄芩,热,大肠,4,4
train,21123,头痛,甘草、天麻、槐花、藿香、白芷、木香,里,肝,4,4
train,21124,鼻衄,甘草,热,肺,3,3
train,21125,丹毒、烦躁、无名肿毒,防风、甘草、黄连、黄柏、赤芍、当归、大黄、栀子、牛蒡子、升麻、黄芩、牛蒡,热,心,4,5
train,21126,吞酸、恶心、呕吐、胸闷,雄黄、甘草、青皮、藿香、蚕砂、茯苓、川贝母、苍术、沉香、猪牙皂、麝香、厚朴、朱砂、半夏、橘红、木香、枳壳、石膏,里,胃,5,5
train,21127,呕吐,豆蔻、肉豆蔻、槟榔、人参,虚,脾,4,3
train,21128,腹痛,小茴香、莪术、神曲、陈皮、青皮、丁香、三棱、巴豆、茴香、巴豆霜、木香,里,脾,3,5
train,21129,里急后重,黄连、当归、大黄、芍药、槟榔、黄芩、木香,里,大肠,3,4
train,21130,赤白带、白带,鹿角霜、海螵蛸、蒺藜、牡蛎、黄柏、当归、杜仲、鹿角、白芍、茯苓、藜,虚,肾,4,4
train,21131,呕吐,生姜、甘草、丁香、三棱、半夏,寒,胃,4,4
train,21132,发黄、小儿发黄,寒水石、茵陈、大黄、栀子、木通,里,肝,3,5
train,21133,脱肛,防风、黄连、连翘、人参、升麻、薄荷,虚,脾,3,4
train,21134,盗汗、咳血、自汗,川芎、甘草、当归、桔梗、白芍、茯苓、天冬、炙甘草、麦冬,里,肺,4,4
train,21135,咳嗽,桑、乌梅、桑白皮、五味子,阴,肺,4,3
train,21136,小便不利、浮肿,桑、商陆、赤小豆、木通,里,膀胱,4,4
train,21137,呕吐,川芎、白术、生姜、延胡索、郁金、甘草、川楝子、陈皮、赤芍、当归、白芍、黄芩、莱菔子、薄荷、半夏、柴胡、木香、香附,里,肝,5,6
train,21138,消瘦,知母、甘草、黄连、栀子、升麻、黄芩、麦门冬、石膏,里,肾,6,6
train,21139,吐血,白术、牡蛎、干姜、芍药、白芍、附子、龙骨,虚,脾,4,4
train,21140,不射精,红花、桃、川芎、甘草、韭菜、赤芍、韭菜子、当归、牛膝、桔梗、蛇床子、紫石英、柴胡、枳壳,里,肝,6,4
train,21141,痫,黄连、赤芍、青黛、白芍、琥珀、僵蚕、木通,热,心,3,4
train,21142,痫,竹沥、杏仁、葛根、杏、牛黄,里,心,3,4
train,21143,烦躁,甘草、大黄、栀子、黄芩,热,心,4,4
train,21144,麻疹、咳嗽,知母、甘草、桔梗、牛蒡子、牛蒡、石膏,热,肺,5,3
train,21145,腹痛,高良姜、干姜、豆蔻、赤石脂、肉豆蔻、草豆蔻,寒,脾,3,3
train,21146,短气,牡蛎、远志、人参、茯苓,虚,心,3,4
train,21147,浮肿,前胡、山茱萸、大黄、牛膝、槟榔、羚羊角、附子、木香、枳壳、独活、诃子,阳,肾,8,6
train,21148,心烦、妊娠心烦,竹叶、人参、黄芩、茯苓、麦门冬,热,心,4,5
train,21149,无名肿毒,天南星、赤小豆、藤黄、五倍子,实,脾,4,4
train,21150,咳嗽,白术、黄连、鳖甲、芜荑、秦艽、柴胡、胡黄连,里,肝,4,5
train,21151,头重,芍药、栀子、乌头、黄芩、茯苓、葛根,里,肝,4,5
train,21152,口噤,升麻、羚羊角、犀角,里,肝,4,3
train,21153,小便不利,赤小豆、绿豆、大豆,里,肾,3,3
train,21154,赤白带、白带,当归、牛膝,虚,肝,4,4
train,21155,嘈杂,红花、白术、黄连、枳实、当归、大黄、干漆、吴茱萸,热,胃,4,4
train,21156,舌强、头晕、半身不遂,菊花、知母、枸杞子、郁金、黄柏、赤芍、当归、牛膝、丹参,热,肝,4,4
train,21157,崩漏,荆芥、白芷、龙骨,虚,肝,3,4
train,21158,项强,川芎、防风、白芷、苍术,表,膀胱,3,3
train,21159,痄腮,杏仁、山豆根、乳香、没药、巴豆、苍术、麝香、乌药、砂仁、半夏、羌活、杏,热,肝,4,5
train,21160,咳嗽,知母、黄柏、当归、白芍、麦冬、五味子,阴,肺,4,4
train,21161,便血,黄连、阿胶、芍药、白芍、茯苓,热,心,3,4
train,21162,盗汗、口臭,白术、菟丝子、山茱萸、牛膝、杜仲、鹿角、石斛、山药、虎骨、鹿角胶,里,肾,4,3
train,21163,舌疮,黄柏、升麻,热,心,3,4
train,21164,发狂、口渴,荆芥、知母,热,心,4,3
train,21165,瘰疬,白术、牡蛎、白矾、杏仁、青黛、天花粉、绿豆、百合、茯苓、薄荷、柿霜、硼砂、杏、荷叶、香附,里,肝,4,5
train,21166,赤白带、白带,狗脊、白矾、硫黄、禹余粮、麝香,寒,肾,4,3
train,21167,自汗,白术、牡蛎、防风、麻黄、麻黄根,虚,脾,3,3
train,21168,目昏、肠鸣、呕吐,白术、肉桂、干姜、豆蔻、肉豆蔻、枳实、人参、茯苓、半夏,里,脾,4,5
train,21169,胎动不安,葱白、阿胶,虚,肾,3,3
train,21170,谵语,甘草、当归、连翘、白芍、黄芩、茯苓、薄荷、柴胡,热,心,4,6
train,21171,身痛、头痛、腹痛,川芎、甘草、陈皮、干姜、当归、桔梗、法半夏、白芍、白芷、茯苓、苍术、厚朴、半夏、麻黄、桂枝、枳壳,寒,脾,5,5
train,21172,谵语、麻疹、烦躁,黄连、黄柏、栀子、黄芩,热,心,4,4
train,21173,口渴,陈皮、黄连、牛膝、栀子、黄芩、泽泻,热,心,4,5
train,21174,足颤、痫,细辛,里,肾,4,3
train,21175,反胃,乌药、半夏,寒,胃,3,3
train,21176,腹痛,甘草、干姜、人参、茯苓、枳壳,里,脾,4,3
train,21177,慢惊,白术、肉桂、陈皮、藿香、丁香、人参、山药、茯苓、砂仁、木香,虚,脾,4,3
train,21178,腹痛,白术、生姜、甘草、丁香、厚朴、砂仁,里,脾,4,4
train,21179,腹满,高良姜、当归、槟榔、吴茱萸、木香,寒,脾,4,4
train,21180,遗尿,鹿角霜、肉桂、菟丝子、韭子、熟地黄、鹿角、党参,阳,肾,4,3
train,21181,牙痛,益智、黄连、豆蔻、当归、熟地黄、升麻、草豆蔻,热,胃,4,4
train,21182,头痛,皂荚、芫花,实,肺,3,4
train,21183,背痛,白术、防风、甘草、杏仁、细辛、干姜、当归、芍药、人参、黄芩、秦艽、附子、杏、麻黄、独活、石膏,里,肾,4,5
train,21184,浮肿,川芎、白术、甘草、陈皮、木瓜、槟榔、沉香、大腹皮、木香、独活,里,脾,4,4
train,21185,吐血,白果、紫草、麦冬,热,肺,3,4
train,21186,腹痛,四季青,热,胃,3,4
train,21187,舌干、咳嗽,桑、生姜、竹沥、大枣、地骨皮、葛根、生地黄、麦门冬,阴,肺,4,4
train,21188,头痛,防风、神曲、陈皮、山楂、川乌、谷芽、苍术、厚朴、柴胡、枳壳,实,肝,4,4
train,21189,呕吐,前胡、生姜、芦根、槟榔、大腹皮、竹茹,里,胃,3,4
train,21190,胁痛,川芎、甘草、青皮、当归、芍药、白芍、人参、龙胆、黄芩、砂仁、半夏、柴胡,里,肝,4,4
train,21191,恶露不断,地榆、艾叶、干姜、当归、阿胶、人参,虚,脾,4,4
train,21192,腹痛,阿魏,寒,脾,2,3
train,21193,头痛,肉桂、白附子、当归、天麻、川乌、乌头、天竺黄、山药、附子、麝香、朱砂,寒,肝,4,5
train,21194,舌干,赤芍、芦根、芍药、射干、升麻、羚羊角、麦门冬,阴,肺,3,4
train,21195,痫,雄黄、牛黄,热,心,3,2
train,21196,潮热,乳香、没药、冰片、人中白,热,肝,3,4
train,21197,寒战、恶寒,白术、甘草、当归、人参、益母草、炙甘草,寒,脾,4,4
train,21198,目羞明,杏仁、黄连、杏,热,肝,3,3
train,21199,咳嗽,蜂蜜,阴,肺,4,2
train,21200,慢惊,赤芍、石菖蒲、白芷、独活,里,肝,4,4
train,21201,腹痛、慢惊、头晕,山豆根、细辛、滑石、千金子、川乌、丹参、附子、大戟、苍术、麝香、半夏、五倍子、麻黄、木香、鬼箭羽、香附,里,脾,4,5
train,21202,崩漏,川芎、白术、甘草、鳖甲、白芍、人参、地骨皮、青蒿、麦冬、香附,虚,肝,5,5
train,21203,臁疮,轻粉、花椒,实,脾,3,4
train,21204,烦躁、头痛、咳嗽,前胡、桑、紫苏叶、甘草、陈皮、青黛、桔梗、山楂、天花粉、黄芩、浙贝母、胆南星、桑叶、枳壳,热,肺,4,5
train,21205,咳嗽,甘草、杏仁、桔梗、茯苓、橘红、杏、五味子,里,肺,3,3
train,21206,短气、咳嗽,甘草、细辛、干姜、大枣、紫菀、麻黄、五味子,寒,肺,4,3
train,21207,口噤,雄黄、寒水石、黄连、黄芩、麻黄、牛黄,热,心,4,4
train,21208,腹痛,莪术、豆蔻、肉豆蔻、全蝎、胡椒,寒,脾,4,4
train,21209,滑胎,当归、阿胶、大枣、人参、丹参、茯苓、龙骨,虚,脾,3,4
train,21210,神昏,荆芥,表,肺,2,2
train,21211,吞酸、胃痛、嘈杂、呕吐,郁金、神曲、干姜、当归、山楂、草果、茯苓、香附,里,胃,6,3
train,21212,呕吐,甘草、人参、茯苓、柴胡、麦冬,虚,脾,4,5
train,21213,半身不遂,没药,实,肝,2,3
train,21214,咽干,知母、玄参、肉桂、黄柏、龙齿、人参、龙骨,阴,肾,4,3
train,21215,肛门疼痛,桃、蜂房、白芷、赤小豆、桃仁,实,大肠,4,3
train,21216,瘫痪、舌强、口噤、半身不遂,乳香、五灵脂、草乌、乌头、地龙、麝香、木鳖子,里,肝,3,4
train,21217,腰痛、头重,防风、甘草、藁本、通草、羌活、枳壳,表,膀胱,4,4
train,21218,小便不利,甘草、赤芍、大黄、芍药、木通、瞿麦、枳壳,里,膀胱,3,5
train,21219,气喘、恶心、吐血、咳嗽,甘草、杏仁、阿胶、马兜铃、杏,热,肺,3,3
train,21220,疳积,甘草、神曲、陈皮、芜荑、巴豆、使君子,里,脾,4,4
train,21221,干呕、心烦、背痛、面色白、咳嗽,桑、生姜、大枣、款冬花、桑白皮、麦门冬、五味子,虚,肺,5,4
train,21222,呕吐,白术、麦芽、甘草、神曲、陈皮、枳实、山楂、法半夏、白扁豆、山药、茯苓、莲子、苍术、厚朴、砂仁、半夏、木香、泽泻、薏苡仁、香附,里,脾,4,4
train,21223,噎膈,白术、生姜、神曲、陈皮、山楂、茯苓、党参、半夏,里,脾,4,4
train,21224,神昏、恶露不断、谵语、半身不遂,旋覆花、石菖蒲、半夏、橘红,里,心,4,5
train,21225,干呕,巴豆,里,胃,3,3
train,21226,寒热往来,甘草、常山、干漆,实,肝,5,4
train,21227,腹痛,白芷、苍术、香附,表,脾,4,4
train,21228,半身不遂,白术、防风、甘草、芍药、人参、升麻、黄芩、羚羊角、附子、麻黄、独活、石膏,里,肝,5,5
train,21229,胁痛,甘草、青皮、黄芩、木通、柴胡、枳壳,里,肝,3,3
train,21230,尿血、寒热往来,蒲黄、当归、续断、鹿茸,虚,肾,3,3
train,21231,腰痛、咳嗽,雄黄、白附子、黄连、豆蔻、肉豆蔻、射干、全蝎、僵蚕、天竺黄、附子、麝香、蒲公英、朱砂、诃子,实,肾,5,4
train,21232,多梦,天南星、茯苓、半夏、麦冬、秫米,虚,心,3,3
train,21233,腹痛,白术、高良姜、甘草、豆蔻、肉豆蔻、木瓜、人参、茯苓、木香,里,脾,4,4
train,21234,拳毛倒睫,阿胶、麝香、冰片,阴,肝,3,2
train,21235,口噤,白附子、附子、麝香、朱砂,寒,肝,4,4
train,21236,小便不利、心烦、口渴,白术、甘草、滑石、猪苓、茯苓、香薷、泽泻,里,膀胱,4,4
train,21237,头痛、咳嗽,荆芥、防风、甘草、赤芍、桔梗、连翘、牛蒡子、金银花、浙贝母、牛蒡、薄荷,表,肺,4,4
train,21238,四肢疼痛,鸡子、乌梅、苦参,里,肝,3,4
train,21239,漏下、崩中,韭子、人参、补骨脂、鹿茸、山药、肉苁蓉、磁石,虚,肾,5,3
train,21240,鼻衄、壮热、吐血、头痛,生姜、茯苓、生地黄、竹茹、麦门冬,热,心,4,5
train,21241,瘰疬,甘草、大黄,实,肝,3,4
train,21242,痫、头痛、半身不遂,桑、桑寄生、牛膝、天麻、杜仲、黄芩、夜交藤、益母草、钩藤,里,肝,4,3
train,21243,瘫痪、四肢疼痛,地榆、川乌、乌头、麝香,寒,肝,4,4
train,21244,腹痛,甘草、陈皮、大黄、木通、厚朴、葛根、枳壳,里,胃,3,5
train,21245,心悸、咽干、不寐,鸡子、阿胶、白芍、鸡子黄,阴,心,4,3
train,21246,小便不通,冬葵、滑石、栀子、冬葵子,里,膀胱,3,3
train,21247,口臭,防风、甘草、细辛、藁本、升麻,阳,胃,4,4
train,21248,无名肿毒,蜈蚣、雄黄、乳香、没药、石菖蒲,热,肝,3,5
train,21249,少气,菟丝子、石斛、肉苁蓉、吴茱萸,虚,肾,3,3
train,21250,潮热,白术、甘草、当归、芍药、白芍、人参、黄芩、茯苓、半夏、葛根、柴胡,热,肝,4,6
train,21251,瘰疬,蓖麻子、松香、蓖麻、麝香,实,肝,4,4
train,21252,目昏,菊花、白术、黄连、细辛、柏子仁、羌活、五味子,热,肝,4,4
train,21253,短气、吐血、咳嗽,桑、干姜、大枣、款冬花、麦门冬、五味子,虚,肺,4,4
train,21254,头痛,甘草、黄连、当归、乌梅、人参、常山、柴胡,里,肝,4,5
train,21255,呕吐,白术、大黄、荜茇、槟榔、人参、茯苓、厚朴、吴茱萸,里,胃,4,4
train,21256,咳嗽,桑、防己、郁李、郁李仁,表,肺,3,3
train,21257,寒热往来,川芎、延胡索、莪术、甘草、当归、芍药,实,肝,6,3
train,21258,角弓反张、痫,白附子、天麻、全蝎、石菖蒲、人参、僵蚕、附子、半夏、羌活,里,肝,4,4
train,21259,痫,竹茹,热,肝,3,4
train,21260,无名肿毒,川芎、甘草、乳香、当归、芍药、牛膝、没药、金银花、木通,热,肝,4,5
train,21261,烦躁,知母、黄连、人参、升麻、黄芩、地骨皮、麦门冬,热,心,4,5
train,21262,产后血崩,川芎、白术、陈皮、当归、人参、炮姜,虚,脾,3,4
train,21263,瘰疬,五灵脂,实,肝,3,3
train,21264,痫,甘草、黄连、茵陈、大黄、黄芩,里,肝,4,4
train,21265,牙痛,樟脑,寒,胃,2,2
train,21266,杨梅疮,白鲜皮、甘草、皂角刺、土茯苓、当归、木瓜、白芷、金银花、茯苓、木通、薏苡仁,热,肝,2,6
train,21267,咳嗽,白术、茯苓、半夏,里,脾,4,3
train,21268,痫,全蝎、琥珀、朱砂,实,心,2,2
train,21269,口噤,防风、细辛、当归、天麻、附子、蔓荆子、麻黄、独活,寒,肝,4,4
train,21270,壮热、痫、烦躁,知母、玄参、赤芍、大黄、芍药、桔梗、槟榔、僵蚕、天竺黄、龙骨、钩藤、犀角、牛黄,热,心,4,5
train,21271,四肢拘急,白术、竹沥、防风、芍药、麻黄,寒,肝,3,3
train,21272,胎漏,川芎、白术、阿胶、人参,虚,脾,3,4
train,21273,丹毒,甘草、大黄、槐花,热,心,3,4
train,21274,口苦,蒲黄、甘草、黄连、阿胶、人参、木通、薄荷、柴胡、麦冬,热,肝,4,5
train,21275,腹痛,黄连、吴茱萸,里,胃,3,2
train,21276,漏下,桑、鹿茸,虚,肾,3,3
train,21277,恶风,桃、蒺藜、生姜、当归、牛膝、巴戟天、远志、槟榔、人参、补骨脂、续断、肉苁蓉、茯苓、附子、藜、厚朴、桃仁、磁石、柴胡、木香、枳壳,阳,肾,5,6
train,21278,腹满、短气,白术、甘草、干姜、枳实、当归、芍药、人参、茯苓,虚,脾,4,4
train,21279,头昏,菊花、独活,表,肝,3,3
train,21280,瘰疬,雄黄、蟾酥、乳香、血竭、没药、轻粉、麝香,实,肝,3,4
train,21281,头痛,瓜蒂、丁香、赤小豆、麝香,表,心,3,4
train,21282,呕吐,陈皮、沉香、砂仁,里,胃,3,3
train,21283,腹痛,甘草、当归、大黄、雷丸、蒲公英,里,胃,3,4
train,21284,项强,麝香,表,肝,2,2
train,21285,呕吐,白术、甘草、陈皮、黄连、白芍、人参、茯苓、竹茹、麦门冬,虚,胃,4,4
train,21286,大便下血,地榆、白术、乌梅、白芍、僵蚕,热,脾,4,4
train,21287,腹泻、腹痛,肉桂、丁香、胡椒、吴茱萸,寒,脾,4,4
train,21288,呕吐、腹痛,甘草、干姜、吴茱萸,里,胃,4,3
train,21289,咳嗽,防风、甘草、耳草、陈皮、黄连、黄柏、白芷、款冬花、人参、升麻、苍术、炙甘草、羌活,热,肺,5,4
train,21290,转筋,高良姜、甘草、豆蔻、当归、木瓜、白豆蔻、沉香,寒,肝,4,4
train,21291,自汗,当归、生地黄,阴,心,3,3
train,21292,恶风,白术、防风、细辛、干姜、茯苓、附子、泽泻,阳,脾,4,5
train,21293,胎动不安,川芎、地榆、白术、艾叶、甘草、当归、阿胶、芍药、茯苓、半夏,虚,脾,4,5
train,21294,浮肿,防风、商陆、槟榔、茯苓、防己、郁李、羌活、木香、泽泻、郁李仁,里,脾,4,5
train,21295,盗汗、舌光、咽干、腰痛、口渴,甘草、山茱萸、山药、茯苓、炙甘草,虚,肾,4,3
train,21296,恶风,桑、桑寄生、甘草、乳香、大黄、射干、连翘、升麻、沉香、麝香、木香、独活,表,肝,4,5
train,21297,臁疮,黄柏、青黛、赤石脂,里,脾,3,4
train,21298,呕吐、腹痛,乳香、血竭、没药、沉香、麝香、砂仁、木香,里,脾,3,4
train,21299,瘰疬,防风、乳香、赤芍、天南星、当归、芍药、没药、白芷、黄芩、巴豆、白及、附子、白蔹、木香,里,肝,5,4
train,21300,麻疹,荆芥、防风、赤芍、当归、大青叶、浮萍、黄芩,表,肺,4,5
train,21301,恶寒、头痛,川芎、甘草、陈皮、赤芍、白芷、升麻、葛根、麻黄,表,肺,3,5
train,21302,胬肉攀睛,川芎、防风、甘草、当归、天花粉、黄芩、羌活、柴胡,热,肝,3,4
train,21303,瘰疬,乳香、儿茶、当归、血竭、没药、蓖麻、木鳖子,实,肝,4,4
train,21304,痫,细辛、干姜、桔梗、人参、茯苓、附子、白薇、半夏、牛黄,里,心,4,5
train,21305,吞酸、恶心,白术、高良姜、生姜、莪术、肉桂、干姜、豆蔻、三棱、小麦、白豆蔻、附子、沉香、厚朴、砂仁、半夏、吴茱萸、草豆蔻、木香、香附,寒,胃,4,4
train,21306,咳嗽,甘草、藿香、乌梅、人参、薄荷、砂仁、荷叶、诃子,虚,肺,4,4
train,21307,肠鸣、腹痛,黄连、干姜、豆蔻、赤石脂、肉豆蔻、龙骨、吴茱萸、诃子,里,脾,5,4
train,21308,胃痛,海螵蛸、蜂蜜、延胡索,里,胃,3,2
train,21309,白带、腹痛,小茴香、雄黄、菟丝子、甘草、芙蓉叶、牛膝、天麻、杜仲、鹿角、补骨脂、续断、阳起石、茴香、蛇床子、附子,阳,肾,4,4
train,21310,项强,防风、当归、牛膝、酸枣仁、羚羊角、附子、羌活、麻黄,虚,肝,6,5
train,21311,腹痛,陈皮、豆蔻、藿香、猪苓、白豆蔻、木香、泽泻,里,脾,3,4
train,21312,头痛,防风、甘草、苍术、石膏,表,肺,4,4
train,21313,腹满,白术、黄芩、大腹皮、砂仁、枳壳,里,脾,4,5
train,21314,气喘、浮肿、咳嗽,生姜、甘草、杏仁、白前、人参、茯苓、半夏、杏、麻黄,里,肺,4,4
train,21315,头重,乳香、藿香、草乌、乌头,寒,脾,4,4
train,21316,瘰疬,蜈蚣、乳香、赤石脂、丁香、轻粉、麝香,实,肝,3,4
train,21317,健忘、浮肿、麻疹,白术、肉桂、陈皮、当归、远志、白芍、人参、茯苓,虚,脾,4,5
train,21318,吐血,红花、桃、川芎、郁金、当归、大黄、桃仁,热,肝,3,4
train,21319,身重,生姜、甘草、芍药、生地黄,阴,脾,4,3
train,21320,身重,山药、沉香、木香,虚,脾,3,3
train,21321,呕吐,甘草、附子,里,胃,4,3
train,21322,臁疮,桑、黄柏、血竭、没药、紫草、白芷、轻粉、冰片、生地黄,热,肝,4,5
train,21323,腹痛,雄黄、蟾酥、滑石、丁香、朱砂、木香,里,胃,4,4
train,21324,自汗,白术、甘草、当归、人参、附子、炙甘草、麻黄、麻黄根,虚,脾,3,4
train,21325,恶寒,荆芥、姜黄、防风、蝉蜕、甘草、桔梗、牛蒡子、僵蚕、片姜黄、牛蒡、薄荷、羌活、枳壳,表,肺,3,4
train,21326,呕吐,前胡、白术、高良姜、生姜、甘草、豆蔻、人参、白豆蔻、茯苓、厚朴,里,脾,4,4
train,21327,浮肿,桑、玄参、杏仁、茯苓、防己、杏、薏苡仁,里,脾,4,4
train,21328,胁痛、呕吐,甘草、芦根、人参、茯苓、半夏、柴胡、竹茹、麦门冬,里,肝,4,4
train,21329,浮肿,瓜蒂、丁香、赤小豆,里,脾,4,4
train,21330,目昏,海螵蛸、菊花、熊胆、防风、杏仁、黄连、当归、木贼、龙胆、蕤仁、麝香、生地黄、杏、诃子,热,肝,4,5
train,21331,心烦、烦躁,生姜、生地黄,里,心,4,3
train,21332,口噤,防风、细辛、当归、附子、麻黄、独活、薏苡仁,寒,肝,4,4
train,21333,胁痛、耳聋、口苦、寒热往来,生姜、甘草、赤芍、大枣、人参、黄芩、半夏、柴胡,里,胆,5,4
train,21334,无汗、头痛,葱白、生姜、山楂,表,肺,3,3
train,21335,小儿鹅口,白矾、朱砂,热,心,3,3
train,21336,自汗,甘草、当归、芍药、白芍、炙甘草,虚,脾,3,4
train,21337,目昏、心烦、五心烦热、短气,地榆、牡蛎、艾叶、甘草、当归、人参、续断、茯苓、龙骨、五味子,阴,心,4,5
train,21338,心下悸,甘草、枳实、远志、苍术,虚,心,4,3
train,21339,咳嗽,知母、白芥子、杏仁、白芥、芥子、川贝母、杏,里,肺,4,3
train,21340,口臭,寒水石、细辛、藁本、藿香、白芷、升麻、甘松、沉香、麝香、石膏,里,胃,4,5
train,21341,气喘、恶寒,甘草、杏仁、白芍、杏、麻黄、桂枝,表,肺,4,3
train,21342,慢惊,白附子、五灵脂、琥珀、僵蚕、芦荟、附子、麝香、朱砂,里,肝,4,4
train,21343,腰痛,乳香、当归、没药、杜仲、威灵仙、补骨脂,虚,肾,4,3
train,21344,咳嗽,桑、甘草、杏仁、百合、茯苓、杏、柴胡、麻黄,表,肺,4,3
train,21345,吐血,柴胡、薏苡仁,里,肝,3,3
train,21346,急惊,赭石、蜈蚣、雄黄、乳香、天麻、代赭石、麝香、朱砂,实,肝,3,3
train,21347,大便秘结、小便黄赤,白术、知母、甘草、白芍、石斛、黄芩、薄荷、柴胡,里,肝,4,5
train,21348,痫,寒水石、滑石、磁石、石膏,热,心,3,3
train,21349,臁疮,乳香、樟脑、没药、龙骨、麝香,实,脾,3,4
train,21350,积滞,陈皮、青皮、大黄、乌梅、丁香、三棱、巴豆、沉香、木香,里,脾,4,5
train,21351,吐血,大黄,实,胃,4,4
train,21352,腹痛,郁金、甘草、陈皮、茯苓、厚朴、半夏、枳壳、香附,里,肝,4,5
